timestamp,type,kept,rowA,rowB
2026-03-13 07:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-13 07:00:00 UTC-7","price":"88.93","supportline":"88.77","ottValue":"88.11","trend":"bullish","signalType":""}","{"timestamp":"2026-03-13 07:00:00 UTC-7","price":"88.89","supportline":"88.76","ottValue":"88.11","trend":"bullish","signalType":""}"
2026-03-13 11:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-13 11:00:00 UTC-7","price":"88.20","supportline":"88.70","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-13 11:00:00 UTC-7","price":"88.20","supportline":"88.70","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-13 15:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-13 15:00:00 UTC-7","price":"88.42","supportline":"88.66","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-13 15:00:00 UTC-7","price":"88.42","supportline":"88.66","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-13 19:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-13 19:00:00 UTC-7","price":"87.33","supportline":"88.61","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-13 19:00:00 UTC-7","price":"87.33","supportline":"88.61","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-13 23:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-13 23:00:00 UTC-7","price":"86.96","supportline":"88.59","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-13 23:00:00 UTC-7","price":"86.95","supportline":"88.60","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-14 03:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-14 03:00:00 UTC-7","price":"86.75","supportline":"88.05","ottValue":"88.14","trend":"bullish","signalType":"price_support_cross"}","{"timestamp":"2026-03-14 03:00:00 UTC-7","price":"86.75","supportline":"88.05","ottValue":"88.14","trend":"bullish","signalType":"price_support_cross"}"
2026-03-14 11:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-14 11:00:00 UTC-7","price":"88.05","supportline":"87.91","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-14 11:00:00 UTC-7","price":"88.05","supportline":"87.91","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-14 15:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-14 15:00:00 UTC-7","price":"87.84","supportline":"87.90","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-14 15:00:00 UTC-7","price":"87.84","supportline":"87.90","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-14 19:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-14 19:00:00 UTC-7","price":"88.21","supportline":"87.94","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-14 19:00:00 UTC-7","price":"88.22","supportline":"87.94","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-14 23:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-14 23:00:00 UTC-7","price":"88.57","supportline":"87.97","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-14 23:00:00 UTC-7","price":"88.57","supportline":"87.97","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-15 03:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-15 03:00:00 UTC-7","price":"87.95","supportline":"87.97","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-15 03:00:00 UTC-7","price":"87.95","supportline":"87.97","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-15 07:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-15 07:00:00 UTC-7","price":"88.21","supportline":"88.01","ottValue":"88.14","trend":"bullish","signalType":""}","{"timestamp":"2026-03-15 07:00:00 UTC-7","price":"88.20","supportline":"88.01","ottValue":"88.14","trend":"bullish","signalType":""}"
2026-03-15 11:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-15 11:00:00 UTC-7","price":"92.36","supportline":"90.09","ottValue":"88.14","trend":"bullish","signalType":"price_support_cross"}","{"timestamp":"2026-03-15 11:00:00 UTC-7","price":"92.40","supportline":"90.11","ottValue":"88.14","trend":"bullish","signalType":"price_support_cross"}"
2026-03-15 15:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-15 15:00:00 UTC-7","price":"93.16","supportline":"91.71","ottValue":"89.45","trend":"bullish","signalType":""}","{"timestamp":"2026-03-15 15:00:00 UTC-7","price":"93.16","supportline":"91.71","ottValue":"89.47","trend":"bullish","signalType":""}"
2026-03-15 19:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-15 19:00:00 UTC-7","price":"93.56","supportline":"92.70","ottValue":"91.06","trend":"bullish","signalType":""}","{"timestamp":"2026-03-15 19:00:00 UTC-7","price":"93.56","supportline":"92.70","ottValue":"91.06","trend":"bullish","signalType":""}"
2026-03-15 23:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-15 23:00:00 UTC-7","price":"93.76","supportline":"93.25","ottValue":"92.04","trend":"bullish","signalType":""}","{"timestamp":"2026-03-15 23:00:00 UTC-7","price":"93.76","supportline":"93.24","ottValue":"92.04","trend":"bullish","signalType":""}"
2026-03-16 03:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-16 03:00:00 UTC-7","price":"93.20","supportline":"93.22","ottValue":"92.58","trend":"bullish","signalType":""}","{"timestamp":"2026-03-16 03:00:00 UTC-7","price":"93.20","supportline":"93.22","ottValue":"92.58","trend":"bullish","signalType":""}"
2026-03-16 07:00:00 UTC-7,exact,first,"{"timestamp":"2026-03-16 07:00:00 UTC-7","price":"95.34","supportline":"94.28","ottValue":"92.58","trend":"bullish","signalType":""}","{"timestamp":"2026-03-16 07:00:00 UTC-7","price":"95.34","supportline":"94.28","ottValue":"92.58","trend":"bullish","signalType":""}"
2026-03-16 11:00:00 UTC-7,conflicting,last,"{"timestamp":"2026-03-16 11:00:00 UTC-7","price":"96.19","supportline":"95.21","ottValue":"93.61","trend":"bullish","signalType":""}","{"timestamp":"2026-03-16 11:00:00 UTC-7","price":"96.19","supportline":"95.22","ottValue":"93.61","trend":"bullish","signalType":""}"
